μήτʼ ἔπος μήτʼ ἔργον ὧν ἂν δύναμις ἡγεῖσθαι θέλῃ·	- u- - -u - - uuu --- u-	lyric	
εὐμενεῖς γὰρ ὄντας ἡμᾶς τῶνδε συμβούλους καλεῖς.	-u- u -u -- -u --- u-	lyric	
πολλοῖς μὲν αἰεὶ νυκτέροις ὀνείρασιν	-- u -- -u- u-u-	iambic trimeter (tragic)	
ξύνειμʼ, ἀφʼ οὗπερ παῖς ἐμὸς στείλας στρατὸν	u- u -- - u- -- u-	iambic trimeter (tragic)	
Ἰαόνων γῆν οἴχεται πέρσαι θέλων·	u-u- - -u- -- u-	iambic trimeter (tragic)	
ἀλλʼ οὔτι πω τοιόνδʼ ἐναργὲς εἰδόμην	- -u - -- u-u -u-	iambic trimeter (tragic)	
ὡς τῆς πάροιθεν εὐφρόνης· λέξω δέ σοι.	- - u-u -u- -- u -	iambic trimeter (tragic)	
ἐδοξάτην μοι δύο γυναῖκʼ εὐείμονε,	u-u- - uu u- --u-	lyric	
ἡ μὲν πέπλοισι Περσικοῖς ἠσκημένη,	- - u-u -u- --u-	iambic trimeter (tragic)	
ἡ δʼ αὖτε Δωρικοῖσιν, εἰς ὄψιν μολεῖν,	- -u -u-u - -- u-	iambic trimeter (tragic)	
μεγέθει τε τῶν νῦν ἐκπρεπεστάτα πολύ,	uu- u - - -u-u- u-	iambic trimeter (tragic)	
κάλλει τʼ ἀμώμω, καὶ κασιγνήτα γένους	-- u-- - u--- u-	iambic trimeter (tragic)	
ταὐτοῦ· πάτραν δʼ ἔναιον ἡ μὲν Ἑλλάδα	-- u- u-u - u -u-	iambic trimeter (tragic)	
κλήρῳ λαχοῦσα γαῖαν, ἡ δὲ βάρβαρον.	-- u-u -u - u -u-	iambic trimeter (tragic)	
τούτω στάσιν τινʼ, ὡς ἐγὼ ʼδόκουν ὁρᾶν,	-- u- u - u- u- u-	iambic trimeter (tragic)	
τεύχειν ἐν ἀλλήλαισι· παῖς δʼ ἐμὸς μαθὼν	-- u ---u - u- u-	iambic trimeter (tragic)	
κατεῖχε κἀπράυνεν, ἅρμασιν δʼ ὕπο	u-u -u-u -u- u-	iambic trimeter (tragic)	
ζεύγνυσιν αὐτὼ καὶ λέπαδνʼ ἐπʼ αὐχένων	--u -- - u- u -u-	iambic trimeter (tragic)	
τίθησι. χἠ μὲν τῇδʼ ἐπυργοῦτο στολῇ	u-u - - - u--- u-	iambic trimeter (tragic)	
ἐν ἡνίαισί τʼ εἶχεν εὔαρκτον στόμα,	u -u-u -u --- u-	iambic trimeter (tragic)	
ἡ δʼ ἐσφάδαζε, καὶ χεροῖν ἔντη δίφρου	- -u-u - u- -- u-	iambic trimeter (tragic)	
διασπαράσσει καὶ ξυναρπάζει βίᾳ	u-u-- - u--- u-	iambic trimeter (tragic)	
ἄνευ χαλινῶν καὶ ζυγὸν θραύει μέσον.	u- u-- - u- -- u-	iambic trimeter (tragic)	
πίπτει δʼ ἐμὸς παῖς, καὶ πατὴρ παρίσταται	-- u- - - u- u-u-	iambic trimeter (tragic)	
Δαρεῖος οἰκτείρων σφε· τὸν δʼ ὅπως ὁρᾷ	--u --- u - u- u-	iambic trimeter (tragic)	
Ξέρξης, πέπλους ῥήγνυσιν ἀμφὶ σώματι.	-- u- --u -u -u-	iambic trimeter (tragic)	
καὶ ταῦτα μὲν δὴ νυκτὸς εἰσιδεῖν λέγω.	- -u - - -u -u- u-	iambic trimeter (tragic)	
ἐπεὶ δʼ ἀνέστην καὶ χεροῖν καλλιρρόου	u- u-- - u- --u-	iambic trimeter (tragic)	
ἔψαυσα πηγῆς, σὺν θυηπόλῳ χερὶ	--u -- - u-u- u-	iambic trimeter (tragic)	
βωμὸν προσέστην, ἀποτρόποισι δαίμοσιν	-- u-- uuu-u -u-	lyric	
