ἑτοῖμον ἀνεφρόντισεν γάμον	u-u uu-u- u-	lyric	
Πισάτα παρὰ πατρὸς εὔδοξον Ἱπποδάμειαν	u-- uu -u --u -uu--	lyric	
σχεθέμεν. ἐγγὺς ἐλθὼν πολιᾶς ἁλὸς οἶος ἐν ὄρφνᾳ	uuu -u -- uu- uu -u u --	lyric	
ἄπυεν βαρύκτυπον	-u- u-u-	lyric	
Εὐτρίαιναν· ὁ δ᾽αὐτῷ	-u-u u --	lyric	
πὰρ ποδὶ σχεδὸν φάνη.	- u- u- u-	lyric	
τῷ μὲν εἶπε: ‘φίλια δῶρα Κυπρίας ἄγʼ εἴ τι, Ποσείδαον, ἐς χάριν	- u -u uuu -u -u- u - u u--u - u-	lyric	
τέλλεται, πέδασον ἔγχος Οἰνομάου χάλκεον,	-u- u-u -u -uu- -u-	lyric	
ἐμὲ δ᾽ἐπὶ ταχυτάτων πόρευσον ἁρμάτων	uu uu uuu- u-u -u-	lyric	
ἐς Ἆλιν, κράτει δὲ πέλασον.	u -- u- u uu-	lyric	
ἐπεὶ τρεῖς τε καὶ δέκʼ ἄνδρας ὀλέσαις	u- - u - u -u uu-	lyric	
μναστῆρας ἀναβάλλεται γάμον	--u uu-u- u-	lyric	
θυγατρός. ὁ μέγας δὲ κίνδυνος ἄναλκιν οὐ φῶτα λαμβάνει.	u-u u u- u --u u-u - -u -u-	lyric	
θανεῖν δ᾽οἷσιν ἀνάγκα, τί κέ τις ἀνώνυμον	u- -u u-- u u u u-u-	lyric	
γῆρας ἐν σκότῳ καθήμενος ἕψοι μάταν,	-u - u- u-uu -- u-	lyric	
ἁπάντων καλῶν ἄμμορος; ἀλλʼ ἐμοὶ μὲν οὗτος ἄεθλος	u-- u- -uu - u- u -u u--	lyric	
ὑποκείσεται· τὺ δὲ πρᾶξιν φίλαν δίδοι.	uu-u- u u -- u- u-	lyric	
ὣς ἔννεπεν· οὐδʼ ἀκράντοις ἐφάψατο	- -uu - u-- u-u-	lyric	
ἔπεσι. τὸν μὲν ἀγάλλων θεὸς	uuu - u u-- u-	lyric	
